brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km
bmw,BMW 116,blue,01 11 2011,2011,8740,100,136,Manual,Petrol,5.5,130,142132
ford,Ford Fiesta,grey,01 03 2019,2019,15999,74,101,Automatic,Petrol,6.1,138,63499
ford,Ford Focus,orange,01 06 2019,2019,29990,206,280,Manual,Petrol,7.9,187,34085
bmw,BMW X3,blue,01 05 2016,2016,20999,140,190,Manual,Diesel,5.2,138,123700
bmw,BMW 420,white,01 04 2023,2023,60350,140,190,Automatic,Diesel,5.5,140,6000
bmw,BMW 540,black,01 10 2017,2017,38000,235,320,Automatic,Diesel,5.5,0,114258
land rover,Land Rover Range Rover Evoque,black,01 04 2023,2023,67290,150,204,Automatic,Diesel,5.3,139,21
ford,Ford Kuga,white,01 01 2015,2015,15990,110,150,Automatic,Petrol,6.2,143,75000
bmw,BMW 520,white,01 11 2017,2017,21995,140,190,Manual,Diesel,4.5,119,133000
ford,Ford Kuga,grey,01 05 2019,2019,20890,110,150,Manual,Petrol,7,158,31750
audi,Audi A6,white,01 08 2014,2014,15000,150,204,Automatic,Diesel,5.7,0,218000
jeep,Jeep Wrangler,black,01 07 2015,2015,34990,147,200,Automatic,Diesel,8.3,230,76954
audi,Audi RS4,grey,01 07 2019,2019,58486,331,450,Automatic,Petrol,9.5,217.4,75200
ford,Ford,white,01 08 2013,2013,29990,188,256,Automatic,Petrol,15.8,0,75000
ford,Ford Ka Ka+,brown,01 03 2014,2014,5300,51,69,Manual,Petrol,4.9,0,96235
jeep,Jeep Grand Cherokee,white,01 07 2020,2020,50890,184,250,Automatic,Diesel,7,184,30000
ford,Ford Focus,black,01 04 2018,2018,12490,103,140,Manual,Petrol,5,114,129500
hyundai,Hyundai i20,black,01 03 2017,2017,10990,62,84,Manual,Petrol,5.1,0,73887
bmw,BMW 116,brown,01 06 2016,2016,12500,80,109,Manual,Petrol,5.3,123,65500
kia,Kia Ceed SW   cee d SW,silver,01 07 2021,2021,18450,74,101,Manual,Petrol,5.1,116,19478
ford,Ford Puma,red,01 05 2023,2023,32240,92,125,Manual,Petrol,4.5,103,10
bmw,BMW 320,silver,01 06 2011,2011,9500,120,163,Automatic,Diesel,5.3,140,157921
bmw,BMW 420,orange,01 07 2018,2018,26950,140,190,Manual,Diesel,4.8,125,56704
honda,Honda CR V,blue,01 01 2023,2023,37470,107,145,Automatic,Hybrid,5.3,120,5000
land rover,Land Rover Defender,white,01 03 2023,2023,129800,386,525,Automatic,Petrol,12.8,290,7000
bmw,BMW 316,silver,01 12 2003,2003,3890,85,116,Manual,Petrol,6.9,164,154000
ford,Ford Tourneo Connect,grey,01 11 2014,2014,9890,74,101,Manual,Petrol,5.6,133,138616
ford,Ford Ka Ka+,red,01 10 2019,2019,13500,63,86,Manual,Petrol,5.7,129,51000
audi,Audi A5,red,01 02 2016,2016,20990,140,190,Manual,Diesel,5.1,135,113121
audi,Audi RS7,white,01 01 2018,2018,87990,445,605,Automatic,Petrol,9.5,221,22200
audi,Audi A3,black,01 05 2017,2017,16980,110,150,Manual,Diesel,4.4,111,91950
kia,Kia Sorento,white,01 02 2019,2019,33990,147,200,Automatic,Diesel,6.2,163,14302
mazda,Mazda MX 5,white,01 08 2015,2015,15800,96,131,Manual,Petrol,5.9,0,73500
audi,Audi A1,red,01 01 2019,2019,24880,85,116,Automatic,Petrol,4.9,111,34291
ford,Ford Fiesta,blue,01 08 2016,2016,13990,59,80,Manual,Petrol,4.6,105,51900
bmw,BMW 218,blue,01 07 2015,2015,17770,100,136,Automatic,Petrol,5.1,119,32068
hyundai,Hyundai TUCSON,blue,01 02 2018,2018,18900,97,132,Manual,Petrol,6.3,147,76000
kia,Kia Sportage,white,01 03 2019,2019,19900,100,136,Manual,Diesel,4.8,126,62346
kia,Kia XCeed,orange,01 06 2023,2023,27990,118,160,Automatic,Petrol,6.1,139,10
audi,Audi SQ5,white,01 12 2019,2019,55900,255,347,Automatic,Diesel,6.8,177,38650
citroen,Citroen C5,black,01 05 2010,2010,3900,115,156,Automatic,Petrol,7.7,179,124000
bmw,BMW X5,black,01 06 2016,2016,29000,190,258,Automatic,Diesel,7,183,169406
ford,Ford Focus,silver,01 03 2013,2013,8900,92,125,Manual,Petrol,5.1,121,135070
bmw,BMW 330,grey,01 04 2009,2009,19999,200,272,Automatic,Petrol,9,216,65000
audi,Audi S4,black,01 01 2017,2017,34990,260,354,Automatic,Petrol,7.5,171,96000
audi,Audi A3,blue,01 10 1998,1998,999,74,101,Manual,Petrol,7.4,178,197000
ford,Ford Galaxy,black,01 05 2017,2017,24449,154,209,Automatic,Diesel,5.5,144,72000
audi,Audi A3,black,01 09 2013,2013,11280,110,150,Manual,Diesel,4.1,109,173000
ford,Ford Kuga,silver,01 05 2021,2021,22790,110,150,Manual,Petrol,5.5,125,39200
ford,Ford Kuga,red,01 08 2019,2019,26900,129,175,Automatic,Petrol,9,205,28890
audi,Audi A6,grey,01 05 2011,2011,13949,140,190,Manual,Petrol,8.2,191,85720
ford,Ford EcoSport,silver,01 12 2021,2021,21980,103,140,Manual,Petrol,5,113,10
bmw,BMW M5,grey,01 04 2016,2016,31880,280,381,Automatic,Diesel,6.2,196,80000
audi,Audi A3,blue,01 12 2014,2014,15000,132,179,Automatic,Petrol,5.9,0,195000
audi,Audi A6,blue,01 02 2012,2012,14890,180,245,Automatic,Diesel,5.9,156,225000
fiat,Fiat Fiorino,silver,01 09 2022,2022,19850,70,95,Manual,Diesel,5,131,9
citroen,Citroen Grand C4 Picasso,grey,01 10 2013,2013,11980,85,116,Manual,Diesel,4,105,132000
ford,Ford Puma,white,01 12 2021,2021,26800,92,125,Automatic,Petrol,5.9,134,500
audi,Audi TT,white,01 04 2019,2019,31980,180,245,Automatic,Petrol,6.5,148,77818
ford,Ford Puma,blue,01 03 2021,2021,22890,114,155,Manual,Petrol,4.4,99,43000
audi,Audi A3,blue,01 12 2016,2016,15990,85,116,Manual,Petrol,4.8,110,88800
fiat,Fiat Ducato,white,01 04 2011,2011,13400,74,101,Manual,Diesel,7.3,1,66460
fiat,Fiat 500C,black,01 11 2018,2018,13290,51,69,Manual,Petrol,5,116,33846
ford,Ford S Max,silver,01 04 2012,2012,6800,103,140,Manual,Diesel,5.6,149,290000
audi,Audi A4,grey,01 04 2009,2009,5900,105,143,Manual,Diesel,5.4,143,203276
ford,Ford Fiesta,silver,01 05 2017,2017,7200,44,60,Manual,Petrol,5.2,123,60000
alfa romeo,Alfa Romeo Spider,black,01 07 2007,2007,15985,136,185,Manual,Petrol,9.4,221,96933
bmw,BMW 550,silver,01 05 2018,2018,39980,294,400,Automatic,Diesel,5.9,154,130000
ford,Ford Tourneo Custom,silver,01 02 2023,2023,55990,125,170,Automatic,Diesel,8.8,230,990
kia,Kia Sportage,white,01 05 2018,2018,23479,130,177,Automatic,Petrol,7.5,175,67555
jaguar,Jaguar F Pace,grey,01 10 2018,2018,29000,177,241,Automatic,Diesel,6.5,172,53590
audi,Audi Q3,grey,01 02 2016,2016,19980,110,150,Manual,Petrol,5.8,134,40937
ford,Ford Kuga,grey,01 10 2016,2016,14000,110,150,Manual,Petrol,6.2,0,96000
audi,Audi Q5,white,01 03 2019,2019,37760,140,190,Automatic,Diesel,5.6,149,90985
ford,Ford Fiesta,silver,01 08 2009,2009,6250,60,82,Manual,Petrol,5.7,133,48100
bmw,BMW 118,white,01 02 2013,2013,8500,105,143,Manual,Diesel,4.1,109,183118
bmw,BMW 420,blue,01 09 2017,2017,34550,135,184,Automatic,Petrol,6.2,144,28855
ford,Ford Focus,white,01 04 2019,2019,45000,74,101,Manual,Petrol,4.7,107,40260
ford,Ford EcoSport,blue,01 05 2019,2019,14900,92,125,Manual,Petrol,5.3,119,47350
citroen,Citroen C1,white,01 04 2014,2014,7190,50,68,Manual,Petrol,4.3,102,83000
bmw,BMW X3,black,01 02 2019,2019,41749,185,252,Automatic,Petrol,7.3,218,64750
ford,Ford EcoSport,red,01 09 2020,2020,22990,92,125,Automatic,Petrol,5,0,43110
daihatsu,Daihatsu Sirion,red,01 04 2008,2008,3400,51,69,Manual,Petrol,5,118,96900
dacia,Dacia Dokker,white,01 03 2020,2020,16990,96,131,Manual,Petrol,6.2,142,42800
jeep,Jeep Renegade,red,01 04 2020,2020,24900,132,179,Automatic,Petrol,8,183,40200
ford,Ford Focus,white,01 02 2012,2012,20490,92,125,Manual,Petrol,6.3,149,173000
alfa romeo,Alfa Romeo 166,black,01 03 2002,2002,8900,110,150,Manual,Petrol,9.7,0,158000
hyundai,Hyundai Getz,blue,01 07 2005,2005,2000,46,63,Manual,Petrol,5.6,0,150000
dodge,Dodge RAM,white,01 04 2023,2023,92850,295,401,Automatic,LPG,14.7,352,250
hyundai,Hyundai KONA,red,01 05 2021,2021,22371,88,120,Manual,Petrol,5.1,116,10
citroen,Citroen C3 Picasso,grey,01 08 2009,2009,2350,70,95,Manual,Petrol,6.9,159,207500
land rover,Land Rover Discovery Sport,grey,01 12 2019,2019,40450,147,200,Automatic,Petrol,7.8,177,32292
kia,Kia Ceed SW   cee d SW,grey,01 02 2016,2016,14495,88,120,Manual,Petrol,5.2,120,72000
ford,Ford Tourneo Connect,black,01 12 2014,2014,12700,110,150,Automatic,Petrol,8,190,176000
bmw,BMW X1,white,01 09 2012,2012,15500,135,184,Automatic,Diesel,5.4,0,134000
dacia,Dacia Duster,black,01 02 2023,2023,22090,85,116,Manual,Diesel,4.8,127,14999
ford,Ford Fiesta,grey,01 06 2023,2023,26650,92,125,Automatic,Petrol,4,90,10
audi,Audi SQ5,white,01 12 2016,2016,32750,240,326,Automatic,Diesel,6.6,0,109000
bmw,BMW 520,black,01 09 2017,2017,21850,140,190,Automatic,Diesel,4.3,114,172000
audi,Audi A3,grey,01 03 2015,2015,17990,110,150,Manual,Diesel,4.7,125,112000
audi,Audi A4,white,01 11 2019,2019,26980,170,231,Automatic,Diesel,5.5,144,115064
kia,Kia XCeed,silver,01 08 2022,2022,32890,150,204,Automatic,Petrol,6.5,147,10000
kia,Kia Picanto,white,01 06 2019,2019,11990,49,67,Manual,Petrol,4.6,106,69850
audi,Audi A3,silver,01 10 2016,2016,16900,92,125,Automatic,Petrol,4.9,114,63000
land rover,Land Rover Range Rover Evoque,black,01 11 2018,2018,27970,110,150,Automatic,Diesel,6.2,164,95000
bmw,BMW X1,black,01 03 2015,2015,9900,135,184,Automatic,Diesel,5.5,146,238000
alfa romeo,Alfa Romeo Stelvio,black,01 01 2022,2022,54790,206,280,Automatic,Petrol,7.3,167,10
audi,Audi Q3,silver,01 10 2021,2021,35440,110,150,Automatic,Diesel,5.9,154,30724
hyundai,Hyundai i10,black,01 01 2014,2014,6300,49,67,Manual,Petrol,4.7,111,106000
bmw,BMW 520,blue,01 10 2020,2020,39948,140,190,Automatic,Diesel,5.3,138,53000
ford,Ford Ranger,grey,01 01 2017,2017,25900,147,200,Automatic,Diesel,8.8,231,105000
mazda,Mazda CX 5,blue,01 11 2016,2016,17990,121,165,Manual,Petrol,6,139,95144
hyundai,Hyundai TUCSON,silver,01 06 2023,2023,46990,132,179,Automatic,Hybrid,0,0,20
bmw,BMW 220,white,01 02 2016,2016,20490,135,184,Automatic,Petrol,5.7,131,94000
honda,Honda Civic,violet,01 08 2017,2017,19469,134,182,Manual,Petrol,5.8,131,60700
alfa romeo,Alfa Romeo Tonale,grey,01 12 2022,2022,56900,206,280,Automatic,Hybrid,1.3,34,100
maserati,Maserati Levante,black,01 06 2023,2023,89900,243,330,Automatic,Petrol,10.7,243,30
audi,Audi A8,black,01 03 2011,2011,29700,258,351,Automatic,Diesel,7.4,195,220000
ford,Ford Focus,grey,01 03 2002,2002,599,74,101,Manual,Petrol,6.8,0,147000
audi,Audi Q5,black,01 04 2013,2013,16990,165,224,Automatic,Petrol,7.6,180,145149
jeep,Jeep Renegade,black,01 01 2023,2023,25990,88,120,Manual,Petrol,6.1,141,99
fiat,Fiat Punto,black,01 10 2011,2011,5900,44,60,Manual,Petrol,5.7,0,52000
land rover,Land Rover Range Rover,black,01 04 2023,2023,239390,390,530,Automatic,Petrol,11.7,266,10
dacia,Dacia Duster,grey,01 02 2023,2023,30950,84,114,Manual,Diesel,6.2,162,8
bmw,BMW 120,grey,01 03 2015,2015,15980,140,190,Automatic,Diesel,4.7,125,124950
hyundai,Hyundai TUCSON,bronze,01 12 2022,2022,36980,195,265,Automatic,Hybrid,1.4,31,500
ford,Ford Fiesta,silver,01 01 2018,2018,12990,74,101,Manual,Petrol,5.3,97,62536
land rover,Land Rover Discovery Sport,white,01 08 2016,2016,25650,132,179,Automatic,Diesel,6.5,171,124000
jaguar,Jaguar XE,black,01 12 2019,2019,25450,132,179,Automatic,Diesel,4.9,130,42200
ford,Ford Focus,red,01 03 2017,2017,18100,110,150,Manual,Petrol,5.6,128,53800
bmw,BMW Z4 M,blue,01 02 2020,2020,50500,250,340,Automatic,Petrol,7.1,162,16840
audi,Audi Q5,white,01 03 2018,2018,31999,140,190,Automatic,Diesel,5.7,151,62500
fiat,Fiat 500X,silver,01 02 2021,2021,18900,88,120,Manual,Petrol,6,137,6020
bmw,BMW 118,silver,01 03 2010,2010,8399,105,143,Manual,Petrol,6.1,143,116000
bmw,BMW 325,blue,01 01 2001,2001,7500,141,192,Automatic,Petrol,9.6,230,285000
audi,Audi A3,black,01 04 2013,2013,11950,90,122,Manual,Petrol,5.3,126,136725
land rover,Land Rover Range Rover,black,01 03 2015,2015,53300,190,258,Automatic,Diesel,8.4,219,100418
ford,Ford Transit Custom,white,01 08 2015,2015,16150,74,101,Manual,Diesel,6.4,0,210500
fiat,Fiat Tipo,grey,01 09 2020,2020,18150,88,120,Manual,Petrol,7.1,162,46900
mazda,Mazda CX 5,grey,01 05 2015,2015,17710,129,175,Automatic,Diesel,5.5,144,86360
audi,Audi TT,red,01 03 2017,2017,34800,169,230,Automatic,Petrol,6.6,153,83000
audi,Audi TT,grey,01 11 2017,2017,34990,169,230,Automatic,Petrol,6.3,146,23959
bmw,BMW 435,grey,01 02 2016,2016,32999,230,313,Automatic,Diesel,5.7,0,75000
lamborghini,Lamborghini Aventador,white,01 01 2012,2012,259700,515,700,Manual,Petrol,17.2,398,40752
audi,Audi A4,silver,01 04 2002,2002,5499,96,131,Automatic,Petrol,8.1,194,139137
ford,Ford Kuga,black,01 12 2022,2022,43490,165,224,Automatic,Hybrid,1.4,31,5000
jaguar,Jaguar E Pace,silver,01 01 2023,2023,70063,150,204,Automatic,Diesel,5.3,140,11000
mazda,Mazda CX 5,red,01 09 2019,2019,23999,110,150,Automatic,Diesel,5.5,143,71600
fiat,Fiat Tipo,red,01 06 2022,2022,23870,74,101,Manual,Petrol,5.8,119,49
jeep,Jeep Grand Cherokee,black,01 05 2019,2019,52900,344,468,Automatic,Petrol,14.6,338,50800
audi,Audi A5,silver,01 04 2016,2016,19800,130,177,Manual,Petrol,5.9,0,119700
audi,Audi A6,blue,01 02 2018,2018,31800,235,320,Automatic,Diesel,6.2,164,122900
bmw,BMW 330,black,01 06 2009,2009,15750,200,272,Automatic,Petrol,9.4,227,150000
mazda,Mazda 6,blue,01 06 2011,2011,8900,114,155,Manual,Petrol,7,0,133428
citroen,Citroen C5 Aircross,black,01 09 2020,2020,21500,96,131,Manual,Petrol,5.2,119,51704
dacia,Dacia Duster,black,01 08 2019,2019,13777,84,114,Manual,LPG,6.8,156,77995
audi,Audi A2,yellow,01 05 2004,2004,4450,55,75,Manual,Diesel,4.3,0,321000
hyundai,Hyundai KONA,blue,01 02 2022,2022,18480,88,120,Manual,Hybrid,0,0,31198
audi,Audi Q5,black,01 02 2013,2013,19980,130,177,Automatic,Diesel,6.1,159,175641
jeep,Jeep Grand Cherokee,black,01 01 2018,2018,27900,184,250,Automatic,Diesel,7.5,199,156000
bmw,BMW 216,blue,01 10 2017,2017,10500,85,116,Manual,Diesel,3.9,103,209822
audi,Audi A3,silver,01 06 2019,2019,21990,110,150,Automatic,Diesel,4.6,120,52850
hyundai,Hyundai i10,black,01 09 2016,2016,9999,49,67,Automatic,Petrol,5.8,134,84400
land rover,Land Rover Range Rover Sport,black,01 07 2015,2015,27850,225,306,Automatic,Diesel,7,185,200000
kia,Kia Rio,grey,01 11 2017,2017,14990,73,99,Manual,Petrol,5,0,28903
ford,Ford Fiesta,red,01 04 2009,2009,5800,60,82,Manual,Petrol,5.7,135,183533
audi,Audi A6,white,01 02 2020,2020,33876,150,204,Automatic,Diesel,4.9,129,85830
dacia,Dacia Duster,orange,01 10 2020,2020,15990,74,101,Manual,Petrol,5.5,126,39852
alfa romeo,Alfa Romeo Tonale,blue,01 04 2023,2023,34949,96,131,Manual,Diesel,5.6,147,10
bmw,BMW 520,grey,01 07 2018,2018,35990,135,184,Automatic,Petrol,5.6,129,27900
audi,Audi A1,red,01 08 2021,2021,64950,81,110,Manual,Petrol,4.8,110,8199
kia,Kia Rio,black,01 05 2015,2015,7490,62,84,Manual,Petrol,6.3,115,144000
kia,Kia Picanto,red,01 04 2023,2023,36999,62,84,Automatic,Petrol,5.1,116,11
ford,Ford Fiesta,red,01 06 2019,2019,16750,74,101,Automatic,Petrol,6,0,18400
bmw,BMW 118,blue,01 12 2008,2008,6200,105,143,Automatic,Petrol,6.6,154,190000
bmw,BMW X2,white,01 10 2019,2019,29990,225,306,Automatic,Petrol,6.9,158,159000
ford,Ford Kuga,red,01 04 2023,2023,46190,140,190,Automatic,Diesel,5.8,150,1500
fiat,Fiat 500,red,01 10 2017,2017,14995,51,69,Manual,Petrol,4.9,115,18510
dacia,Dacia Sandero,grey,01 11 2020,2020,14470,74,101,Manual,Petrol,5.1,115,12261
ford,Ford Puma,silver,01 05 2023,2023,22990,92,125,Manual,Petrol,6,135,0
bmw,BMW 645,silver,01 05 2005,2005,14890,245,333,Automatic,Petrol,11.5,279,198450
audi,Audi A4,silver,01 12 2019,2019,24999,140,190,Automatic,Diesel,5.1,134,123000
audi,Audi A4,white,01 05 2023,2023,63440,195,265,Automatic,Petrol,7,159,3000
dacia,Dacia Sandero,blue,01 02 2023,2023,17990,67,91,Automatic,Petrol,5,114,30
ford,Ford Mondeo,silver,01 10 2008,2008,4650,85,116,Manual,Diesel,6,159,287000
chevrolet,Chevrolet Camaro,black,01 05 2018,2018,42900,202,275,Automatic,Petrol,8.1,184,20800
audi,Audi A6,silver,01 07 2003,2003,2175,125,170,Automatic,Petrol,9.7,0,269000
hyundai,Hyundai SANTA FE,brown,01 07 2014,2014,16860,145,197,Manual,Diesel,6.1,159,85637
land rover,Land Rover Range Rover Evoque,black,01 04 2020,2020,34950,132,179,Automatic,Diesel,6.9,182,77358
hyundai,Hyundai SANTA FE,black,01 10 2012,2012,15500,145,197,Automatic,Diesel,7.2,194,103500
bmw,BMW 120,black,01 08 2013,2013,22900,135,184,Manual,Diesel,4.5,119,226230
bmw,BMW M4,blue,01 06 2014,2014,38000,317,431,Automatic,Petrol,8.3,0,68000
audi,Audi RS5,black,01 05 2018,2018,56500,331,450,Automatic,Petrol,8.7,0,69500
jaguar,Jaguar E Pace,brown,01 02 2021,2021,49901,150,204,Automatic,Diesel,5.3,140,24499
audi,Audi Q2,red,01 01 2018,2018,23890,110,150,Automatic,Petrol,5.5,125,54326
hyundai,Hyundai i30,grey,01 03 2011,2011,5250,80,109,Manual,Petrol,6.1,145,100000
ford,Ford Fiesta,grey,01 06 2004,2004,1799,44,60,Manual,Petrol,6.2,0,207000
audi,Audi A6 allroad,green,01 12 2020,2020,52790,210,286,Automatic,Diesel,7.5,197,48600
audi,Audi A3,silver,01 04 2023,2023,30950,110,150,Automatic,Petrol,5.2,119,10
audi,Audi A3,black,01 04 2012,2012,4490,92,125,Manual,Petrol,5.8,134,284000
hyundai,Hyundai IONIQ,blue,01 05 2019,2019,22400,104,141,Automatic,Hybrid,0,0,54202
fiat,Fiat Punto Evo,white,01 07 2011,2011,4200,51,69,Manual,Petrol,5.2,0,109000
alfa romeo,Alfa Romeo Tonale,black,01 01 2023,2023,33799,96,131,Automatic,Hybrid,5.9,135,5
bmw,BMW 320,grey,01 10 2018,2018,17900,140,190,Automatic,Diesel,4.5,119,155000
hyundai,Hyundai KONA,red,01 11 2018,2018,22990,130,177,Automatic,Petrol,6.3,0,18148
bmw,BMW 116,black,01 09 2012,2012,8490,100,136,Manual,Petrol,5.5,130,93155
ford,Ford Tourneo,silver,01 09 2008,2008,6798,81,110,Manual,Diesel,6,159,213000
audi,Audi A6,silver,01 07 2021,2021,48980,195,265,Automatic,Petrol,7,159,35606
land rover,Land Rover Range Rover Sport,black,01 12 2019,2019,65995,183,249,Automatic,Diesel,7.5,198,81600
alfa romeo,Alfa Romeo Stelvio,red,01 04 2020,2020,65000,375,510,Automatic,Petrol,9.8,227,14177
bmw,BMW X3,grey,01 05 2021,2021,43990,210,286,Automatic,Diesel,5.2,137,72200
audi,Audi Q7,black,01 07 2017,2017,36200,160,218,Automatic,Diesel,6.2,161,141900
citroen,Citroen Grand C4 Picasso,grey,01 08 2018,2018,26500,120,163,Automatic,Diesel,4.7,123,16600
bmw,BMW 320,silver,01 03 2014,2014,15900,135,184,Automatic,Diesel,5.1,135,234270
hyundai,Hyundai TUCSON,black,01 10 2017,2017,19990,97,132,Manual,Petrol,6.3,147,39990
audi,Audi RS4,grey,01 05 2007,2007,26999,309,420,Manual,Petrol,13.6,326,227000
audi,Audi Q7,grey,01 06 2006,2006,12350,171,232,Automatic,Diesel,10.5,282,250000
bmw,BMW 430,silver,01 10 2017,2017,17999,185,252,Automatic,Petrol,6.2,144,77000
bmw,BMW 320,blue,01 12 2005,2005,5500,110,150,Manual,Petrol,7.4,0,147000
bentley,Bentley Continental,black,01 05 2023,2023,334680,485,659,Automatic,Petrol,13.8,314,1923
fiat,Fiat Doblo,grey,01 11 2022,2022,25229,88,120,Manual,Diesel,5.9,156,60
alfa romeo,Alfa Romeo Giulia,blue,01 03 2023,2023,79850,375,510,Automatic,Petrol,9,206,5
land rover,Land Rover Range Rover,grey,01 09 2019,2019,87995,386,525,Automatic,Petrol,12.7,289,91897
bmw,BMW X6,black,01 12 2014,2014,34999,225,306,Automatic,Petrol,8.5,198,152296
jeep,Jeep Renegade,grey,01 12 2018,2018,21900,88,120,Manual,Petrol,6.1,139,34550
hyundai,Hyundai KONA,red,01 11 2018,2018,22980,130,177,Automatic,Petrol,6.7,153,65737
ford,Ford Tourneo Courier,grey,01 10 2016,2016,15495,74,101,Manual,Petrol,5.3,120,55000
bmw,BMW X6 M,white,01 03 2017,2017,47990,423,575,Automatic,Petrol,11.1,263,146208
alfa romeo,Alfa Romeo Giulia,grey,01 01 2023,2023,77875,375,510,Automatic,Petrol,10.3,233,100
audi,Audi A4,grey,01 03 2010,2010,16490,88,120,Manual,Petrol,7.1,164,242956
jeep,Jeep Compass,black,01 04 2023,2023,44490,133,181,Automatic,Hybrid,1.9,44,20
jeep,Jeep Renegade,white,01 01 2023,2023,27190,88,120,Manual,Petrol,6.5,143,99
ford,Ford Focus,black,01 04 2005,2005,2400,74,101,Manual,Petrol,6.4,152,171850
audi,Audi S4,blue,01 04 2020,2020,52880,255,347,Automatic,Diesel,6.2,162,55900
audi,Audi A3,black,01 01 2007,2007,4990,103,140,Manual,Diesel,5.7,154,300000
ford,Ford Focus,white,01 11 2020,2020,26900,134,182,Automatic,Petrol,5.5,125,32600
bmw,BMW 318,brown,01 01 2018,2018,21700,110,150,Automatic,Diesel,4.1,109,99480
audi,Audi SQ7,blue,01 09 2016,2016,71800,382,519,Automatic,Diesel,7.6,199,86100
bmw,BMW 530,blue,01 07 2015,2015,19980,190,258,Automatic,Diesel,5.4,143,173500
kia,Kia Sportage,white,01 04 2023,2023,43890,195,265,Automatic,Hybrid,1.1,26,50
ford,Ford Fusion,silver,01 02 2010,2010,4400,59,80,Automatic,Petrol,6.2,148,64000
ford,Ford Kuga,white,01 05 2013,2013,14995,110,150,Manual,Petrol,6.6,154,82200
dacia,Dacia Dokker,grey,01 03 2020,2020,17950,70,95,Manual,Diesel,4.3,113,58500
audi,Audi S1,white,01 05 2015,2015,20799,170,231,Manual,Petrol,7.1,166,98500
aston martin,Aston Martin DB9,black,01 04 2015,2015,126941,381,518,Automatic,Petrol,14.3,333,28000
hyundai,Hyundai TUCSON,grey,01 04 2019,2019,18990,97,132,Manual,Petrol,7.2,165,72500
audi,Audi A4,silver,01 01 2009,2009,6000,105,143,Manual,Diesel,5.7,0,273000
bmw,BMW 320,black,01 01 2007,2007,3500,120,163,Manual,Diesel,5.9,0,333333
jeep,Jeep Renegade,black,01 07 2020,2020,24800,88,120,Manual,Petrol,6.8,165,500
hyundai,Hyundai i20,silver,01 07 2022,2022,19880,74,101,Manual,Petrol,5.6,127,25170
hyundai,Hyundai KONA,black,01 09 2018,2018,25990,88,120,Manual,Petrol,5.2,117,104182
dacia,Dacia Sandero,black,01 12 2015,2015,8590,66,90,Manual,Petrol,4.9,116,59450
audi,Audi A3,white,01 08 2018,2018,14900,110,150,Automatic,Diesel,4.6,119,254000
audi,Audi A3,red,01 07 2019,2019,21490,110,150,Automatic,Diesel,4.6,120,63900
jaguar,Jaguar XE,grey,01 03 2022,2022,51899,150,204,Automatic,Diesel,4.6,122,19000
ford,Ford Fiesta,blue,01 02 2014,2014,6800,74,101,Manual,Petrol,4.5,107,153046
dacia,Dacia Duster,blue,01 07 2019,2019,18900,110,150,Manual,Petrol,6.4,145,53000
land rover,Land Rover Range Rover Evoque,white,01 04 2020,2020,32699,110,150,Manual,Diesel,4.8,167,62101
ferrari,Ferrari 488,black,01 11 2020,2020,749900,530,721,Semi automatic,Petrol,12.8,289,1500
maserati,Maserati Ghibli,grey,01 12 2019,2019,56637,316,430,Automatic,Petrol,9.7,226,38294
audi,Audi A6,black,01 05 2014,2014,16800,150,204,Automatic,Diesel,5.8,154,187500
audi,Audi A1,blue,01 11 2012,2012,11000,63,86,Manual,Petrol,5.1,121,90000
hyundai,Hyundai TUCSON,white,01 05 2020,2020,24500,130,177,Manual,Petrol,7.2,0,42000
bmw,BMW 530,blue,01 02 2020,2020,32999,185,252,Automatic,Hybrid,1.8,41,60000
ford,Ford EcoSport,grey,01 08 2019,2019,32588,92,125,Manual,Petrol,0,0,32650
